Number,Bin,Description,Vendor,VMRS Code,Type,On Hand Total,Alt Part Num,Inter VMRS,Major VMRS,Minor VMRS,Prev PO Facility,Tank Facility,Order Price,Last Order Date,Reorder Qty,Reorder Point,Manufacturer,Avg Ship Days
16J-2-17,X 03,"NUT, SPECIAL LOCK",0000205791,000-000-000,Part,4.0,16J-2-17,000,000,000,00003,,$87.470,7/7/2025,1.00,1,,0
16J-2-18,X 03,"KEY, SQUARE",0000205791,000-000-000,Part,4.0,16J-2-18,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16J-2-282,,"VALVE, EVAPORATOR CORE",0000205791,096-000-000,CRITICAL PART,0.0,16J-2-282,000,096,000,,,$0.000,1/1/1900,0.00,0,,0
16J-2-31,X 03,TURNBUCKLE BODY,0000999999,000-000-000,Part,1.0,16J-2-31,000,000,000,00102,,$18.751,1/1/1900,1.00,1,,0
16J-2-7,,COMP ASM-W/SUCT/DISC/CLUTCH,0000205791,000-000-000,Part,0.0,16J-2-7,000,000,000,00003,,"$4,082.460",1/1/1900,0.00,0,,0
16J-4-3,,"CONDENSOR COIL, COPPER (R-22)",0000205791,000-000-000,Part,0.0,16J-4-3,000,000,000,00003,,"$1,468.750",1/1/1900,0.00,0,,0
16J-7-1,X 03,LEVER-WATER VALVE,0000205791,000-000-000,Part,2.0,16J-7-1,000,000,000,00003,,$10.770,1/1/1900,1.00,1,,0
16J-7-12,/DRHT,"HANDLE ""T"" DRIVER HEAT/AIR MCI 102DL3",0000205791,000-000-000,Part,0.0,16J-7-12,000,000,000,,,$5.280,1/1/1900,1.00,1,,0
16J-7-2,,"VALVE, S/A-DR.H",0000205791,000-000-000,CRITICAL PART,0.0,16J-7-2,000,000,000,,,$170.240,1/1/1900,0.00,0,,0
16J-7-3,X 03,"CABLE, HOT WATER VALVE",0000205791,000-000-000,Part,1.0,16J-7-3,000,000,000,00003,,$57.270,1/1/1900,1.00,1,,0
16J-9-1,W BOTTOM,"MOTOR,CONDENSOR,NON-CORROSION",0000205791,000-000-000,Part,1.0,16J-9-1,000,000,000,00003,,"$1,147.560",1/1/1900,1.00,1,,0
16J-9-16,/SPORDER,"ENDSHIELD, FRONT",0000205791,000-000-000,Part,0.0,16J-9-16,000,000,000,,,$246.000,1/1/1900,0.00,0,,0
16J-9-1RM,,"MOTOR, A/C, REMAN (96A3)",0000205791,000-000-000,CRITICAL PART,0.0,16J-9-1RM,000,000,000,,,$649.990,1/1/1900,0.00,0,,0
16J-9-1RMCORE,/CORE,"CORE, A/C MOTOR, (96A3)",0000205791,000-000-000,Core,0.0,ZZ16J-9-1RMCORE,000,000,000,,,$350.000,1/1/1900,0.00,0,,0
16J-9-42,SP/ORDER,BRACKET-CONDENSOR MTG.,0000205791,000-000-000,CRITICAL PART,0.0,16J-9-42,000,000,000,00003,,$167.550,1/1/1900,1.00,1,,0
16J-9-45,SP/ORDER,GUARD-CONDENSOR FAN,0000205791,000-000-000,CRITICAL PART,0.0,16J-9-45,000,000,000,00003,,$174.020,1/1/1900,1.00,1,,0
16J-9-47,,"FAN, CONDENSOR, MOTOR, 96A3",0000205791,000-000-000,Part,0.0,16J-9-47,000,000,000,00003,,$83.950,1/1/1900,1.00,1,,0
16J-9-48,SP/ORDER,KEY-COND MTR SHAFT,0000205791,000-000-000,CRITICAL PART,0.0,16J-9-48,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16J-9-7,SP/ORDER,ANGLE-LH FRONT DOOR,0000205791,000-000-000,CRITICAL PART,0.0,16J-9-7,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
16K-10-7,/DRHT,"SWITCH, HIGH PRESSURE",0000205791,000-000-000,Part,0.0,16K-10-7,000,000,000,00003,,$64.440,1/1/1900,1.00,1,,0
16K-10-8,X BOTTOM,"SWITCH ASSY, HIGH PRESSURE",0000205791,000-000-000,CRITICAL PART,6.0,16K-10-8,000,000,000,00003,,$73.350,1/1/1900,2.00,2,,0
16K-14-93,X BOTTOM,"VALVE, EXPANSION",0000205791,000-000-000,CRITICAL PART,3.0,16K-14-93,000,000,000,00003,,$99.400,1/1/1900,2.00,2,,0
16K-2-1,X BOTTOM,"VALVE, SUCTION, LOW SIDE",0000205791,000-000-000,CRITICAL PART,3.0,16K-2-1,000,000,000,00003,,$637.280,11/20/2013,1.00,1,,0
16K-2-14,,"MOUNTING PLATE, A/C COMPRESSOR",0000205791,000-000-000,CRITICAL PART,0.0,16K-2-14,000,000,000,00003,,$186.000,1/1/1900,1.00,1,,0
16K-2-15,,"TUBE, REFRIGERATION",0000205791,000-000-000,CRITICAL PART,0.0,16K-2-15,000,000,000,00003,,$11.100,1/1/1900,1.00,1,,0
16K-5-4,X BOTTOM,"VALVE, PRESSURE RELIEF",0000205791,000-000-000,CRITICAL PART,1.0,16K-5-4,000,000,000,,,$36.820,1/1/1900,1.00,0,,0
16K-5-7,X BOTTOM,"SIGHT GLASS, W/FLOAT BALL",0000205791,000-000-000,CRITICAL PART,0.0,16K-5-7,000,000,000,00003,,$27.280,7/4/2013,1.00,2,,0
16K-7-37,,SEAL,0000205791,000-000-000,CRITICAL PART,0.0,16K-7-37,000,000,000,,,$10.400,1/1/1900,0.00,0,,0
16K-9-4,SP/ORDER,GUARD ASM-REAR CONDENSOR,0000205791,000-000-000,CRITICAL PART,0.0,16K-9-4,000,000,000,00003,,$166.730,1/1/1900,1.00,1,,0
16K-9-8,SP/ORDER,GUARD ASM-FRT CONDENSOR,0000205791,000-000-000,CRITICAL PART,0.0,16K-9-8,000,000,000,00003,,$109.360,1/1/1900,1.00,1,,0
16L-10-107,Y 02,"UNLOADER, R134a CARRIER 05G",0000205791,000-000-000,Part,3.0,16L-10-107,000,000,000,00003,,$43.350,1/1/1900,4.00,2,,0
16L-10-108,Y 02,"SENDING UNIT, LOW PRESSURE",0000205791,087-000-000,Part,3.0,16L-10-108,000,087,000,00003,,$14.120,1/1/1900,1.00,1,,0
16L-10-109,Y 01,SWITCH UNLOADER HI SIDE CNTL 2 05G,0000205791,000-000-000,Part,0.0,16L-10-109,000,000,000,,,$50.320,1/1/1900,1.00,1,UCP,0
16L-10-110,Y 01,SWITCH HIGH PRESS UNLOAD A/C,0000205791,000-000-000,Part,0.0,16L-10-110,000,000,000,00003,,$35.820,1/1/1900,1.00,1,,0
16L-10-128,,"VALVE, A/C, BATTERY COMPARTMENT",0000205791,000-000-000,CRITICAL PART,0.0,16L-10-128,000,000,000,00003,,$63.960,1/1/1900,1.00,1,,0
16L-10-129,Y 01,"SWITCH, RECEIVER TANK 134A",0000205791,000-000-000,Part,1.0,16L-10-129,000,000,000,00003,,$205.530,1/1/1900,1.00,1,,0
16L-10-147,Y 02,"VALVE, SOLENOID, PARKER",0000205791,000-000-000,Part,3.0,7L-5-57,000,000,000,00003,,$57.950,6/6/2016,2.00,1,,0
16L-10-149,,"VALVE,SOLENOID, LIQUID LINE 24V",0000205791,000-000-000,CRITICAL PART,0.0,16L-10-149,000,000,000,,,$50.640,1/1/1900,0.00,0,,0
16L-10-20,,"KIT, TEMP CONTROL",0000205791,000-000-000,CRITICAL PART,0.0,16L-10-22,000,000,000,00003,,$695.000,6/9/2010,1.00,1,,0
16L-10-24,/DRHT,"SWITCH, LOWER PRESSURE",0000205791,000-000-000,Part,0.0,16L-10-24,000,000,000,00003,,$32.910,1/1/1900,1.00,1,,0
16L-10-25,,"SWITCH ASSY, LOW PRESSURE",0000205791,000-000-000,CRITICAL PART,0.0,16L-10-25,000,000,000,00003,,$81.590,1/1/1900,1.00,1,,0
16L-10-91,Y 02,MUFFLER,0000205791,000-000-000,SHOP SUPPLIES,4.0,16L-10-91,000,000,000,,,$0.000,1/1/1900,1.00,1,,15
16L-10-96,Y 02,"ORING, A/C LINE",0000205791,000-000-000,SHOP SUPPLIES,2.0,16L-10-96,000,000,000,00003,,$0.000,1/1/1900,2.00,2,,0
16L-10-97,Y 02,"ORING, A/C HOSE",0000205791,000-000-000,SHOP SUPPLIES,19.0,16L-10-97,000,000,000,00003,,$0.000,12/14/2016,10.00,8,,0
16L-10-98,ZD- Y 02,"ORING, AC LINE",0000205791,000-000-000,Part,15.0,16L-10-98,000,000,000,00003,,$0.000,2/23/2017,4.00,4,,0
16L-11-1021,Y 03,"HOSE, A/C CONDENSOR INLET",0000205791,000-000-000,Part,1.0,16L-11-999,000,000,000,00003,,$272.580,6/13/2025,1.00,1,,0
16L-11-1023,W 03,"HOSE, A/C COMPRESSOR DISCHARGE",0000205791,000-000-000,Part,0.0,16L-11-762,000,000,000,00003,,$122.080,1/1/1900,1.00,1,,0
16L-11-1024,Y 03,"HOSE, ASM-COND, INLET R134A",0000205791,000-000-000,Part,1.0,16L-11-1024,000,000,000,00003,,$177.410,1/1/1900,1.00,1,,0
16L-11-1056,Y 03,"HOSE, A/C RECEIVER TANK OUTLET",0000205791,000-000-000,Part,1.0,16L-11-576,000,000,000,00003,,$109.310,2/23/2017,1.00,1,,0
16L-11-1057,Y 03,"HOSE, A/C CONDENSOR OUTLET",0000205791,000-000-000,Part,0.0,16L-11-577,000,000,000,00003,,$80.740,2/23/2017,1.00,1,,0
16L-11-213,,"TUBE S/A, FILTER DRYER OUTLET",0000205791,000-000-000,Part,0.0,16L-11-213,000,000,000,00003,,$332.040,1/1/1900,1.00,1,,0
16L-11-302,Y 03,"HOSE, A/C, COMP. DISCHARGE",0000205791,000-000-000,Part,1.0,16L-11-302,000,000,000,00003,,$144.800,1/1/1900,1.00,1,,0
16L-11-353,Y 02,TUBE ASM-1/4IN,0000205791,000-000-000,Part,10.0,16L-11-353,000,000,000,00003,,$89.300,1/1/1900,4.00,3,,0
16L-11-469,W 03,TUBE - ASM,0000205791,000-000-000,Part,1.0,16L-11-469,000,000,000,00003,,$144.300,1/1/1900,1.00,1,,0
16L-11-542,,"HOSE, A/C",0000205791,000-000-000,CRITICAL PART,0.0,16L-11-542,000,000,000,,,$43.500,1/1/1900,0.00,0,,0
16L-11-544,,"HOSE, A/C COMP SUCTION",0000205791,000-000-000,CRITICAL PART,0.0,16L-11-544,000,000,000,00003,,$48.460,1/1/1900,1.00,1,,0
16L-11-545,,"HOSE, A/C DRIVERS",0000205791,000-000-000,CRITICAL PART,0.0,16L-11-545,000,000,000,,,$0.000,1/1/1900,1.00,1,,0
16L-11-548,,"HOSE, A/C DRIVER LIQUID LINE",0000205791,000-000-000,CRITICAL PART,0.0,16L-11-548,000,000,000,,,$20.050,1/1/1900,1.00,1,,0
16L-11-550,,"FITTING,A/C TANK ADAPTER 134A",0000205791,096-066-000,Part,0.0,16L-11-550,066,096,000,,,$16.350,1/1/1900,1.00,2,,14
16L-11-555,Y 03,"HOSE, A/C FILTER INLET",0000205791,000-000-000,Part,1.0,16L-11-555,000,000,000,00003,,$134.740,2/23/2017,1.00,1,,0
16L-11-627,Y 03,"HOSE, A/C COMPRESSOR SUCTION",0000205791,000-000-000,Part,1.0,16L-11-627,000,000,000,00003,,$224.010,1/1/1900,1.00,1,,0
16L-11-861,/SPORDER,"TUBE, COOLANT, 90",0000205791,000-000-000,Part,0.0,16L-11-861,000,000,000,00003,,$181.980,1/1/1900,1.00,1,,0
16L-12-107,SP/ORDER,"PAN ASSY-DRAIN,BLOWER/EVAP.",0000205791,000-000-000,CRITICAL PART,0.0,16L-12-107,000,000,000,00003,,$529.380,1/1/1900,1.00,1,,0
16L-14-152,,"COVER, DEFROSTER",0000205791,096-000-000,Part,0.0,16L-14-152,000,096,000,00003,,$90.290,1/1/1900,1.00,1,,0
16L-14-156,,"VALVE, EXPANSION, R22",0000205791,000-000-000,CRITICAL PART,0.0,16L-14-156,000,000,000,00003,,$102.780,1/1/1900,1.00,1,,0
16L-14-157,MEZ C,"FILTER, DRIVR HEAT/DEFROST, MTL MESH ""D""",0000205791,000-000-000,Part,3.0,16L-14-157,000,000,000,00003,,$12.300,1/1/1900,2.00,3,,0
16L-14-157CG,MEZ C,"FILTER, DRIVER HEAT/DEFROST, FIBER CLOTH",0000205791,000-000-000,Part,0.0,16L-14-157CG,000,000,000,00003,,$10.550,1/1/1900,1.00,1,,0
16L-14-159,Y BOTTOM,"WHEEL, BLOWER",0000205791,000-000-000,CRITICAL PART,4.0,16L-14-159,000,000,000,00003,,$20.120,1/1/1900,1.00,1,,0
16L-14-160,SP/ORDER,"HOUSING ASMY, HEATER DEFROSTER",0000205791,000-000-000,Part,0.0,16L-14-160,000,000,000,00003,,$32.300,1/1/1900,1.00,1,,0
16l-14-37,,"VENT, DEFROSTER, NUMBER 2",0000205791,000-000-000,Part,0.0,16L-14-37,000,000,000,00003,,$5.640,1/1/1900,1.00,1,,0
16L-14-39,/SPORDER,"VENT, DEFROSTER, #4",0000205791,000-000-000,Part,0.0,16L-14-39,000,000,000,00003,,$13.230,1/1/1900,2.00,1,,0
16L-14-40,,"VENT, DEFROSTER, NUMBER 5",0000205791,000-000-000,Part,0.0,16L-14-40,000,000,000,00003,,$14.290,1/1/1900,1.00,1,,0
16L-14-41,,"VENT, GRILLE, DEFROSTER, RIGHT SIDE",0000205791,000-000-000,Part,0.0,16L-14-41,000,000,000,00003,,$5.730,1/1/1900,1.00,1,,0
16L-14-44,SP/ORDER,"GRILL, VENT, PREFORMED, DEFROSTER",0000205791,000-000-000,Part,0.0,16L-14-44,000,000,000,00003,,$5.200,1/1/1900,1.00,1,,0
16L-14-68,Y 02,"BLOWER ASSY, DRIVERS FRONT",0000205791,000-000-000,Part,1.0,16L-14-68,000,000,000,00003,,$93.810,6/8/2018,1.00,1,,0
16L-1-61,,"KIT, A/C CONVERSION",0000205791,000-000-000,CRITICAL PART,0.0,16L-1-61,000,000,000,,,$606.830,2/14/1997,1.00,1,,0
16L-16-118,,"EXHAUST TUBE, WEBASTO",0000205791,000-000-000,CRITICAL PART,0.0,16L-16-118,000,000,000,,,$7.910,1/1/1900,1.00,1,,0
16L-16-186,Y BOTTOM,"BLOCK, TERMINAL, 6 WAY, WEBASTO",0000205791,000-000-000,CRITICAL PART,1.0,16L-16-186,000,000,000,00003,,$9.400,1/1/1900,1.00,1,,0
16L-1-63,,"KIT, A/C CONVERSION, 96/102",0000205791,000-000-000,CRITICAL PART,0.0,16L-1-63,000,000,000,,,$636.000,1/1/1900,0.00,0,,0
16L-16-314,Y BOTTOM,IGNITOR-PROHEAT,0000999999,000-000-000,Part,3.0,16L-16-314,000,000,000,00102,,$9.150,1/1/1900,2.00,2,,0
16L-16-320,Y BOTTOM,"FAN, BLADE, E",0000205791,000-000-000,CRITICAL PART,1.0,16L-16-320,000,000,000,00003,,$40.590,1/1/1900,1.00,1,,0
16L-16-347,PURGE,"PUMP-24V, COOLANT",0000999999,000-000-000,Part,0.0,16L-16-347,000,000,000,00102,,$345.570,1/1/1900,1.00,1,,0
16L-16-416,SP/ORDER,"TUBE, PROHEAT, SUPPLY, CAT EN, FITS 1224",0000205791,000-000-000,Part,0.0,16L-16-416,000,000,000,00003,,$248.870,1/1/1900,1.00,1,,0
16L-16-417,SP/ORDER,"TUBE, PROHEAT, RETURN, CAT EN, FITS 1224",0000205791,000-000-000,Part,0.0,16L-16-417,000,000,000,00003,,$187.390,1/1/1900,1.00,1,,0
16L-16-63,,"SUPPORT, MOTOR, WEBASTO",0000205791,000-000-000,CRITICAL PART,0.0,16L-16-63,000,000,000,00003,,$66.120,1/1/1900,1.00,1,,0
16L-16-65,,"FAN, WEBASTO",0000205791,000-000-000,CRITICAL PART,0.0,16L-16-65,000,000,000,00003,,$50.510,1/1/1900,1.00,1,,0
16L-16-67,Y BOTTOM,"GROMMET, RUBBER, WEBASTO",0000205791,000-000-000,SHOP SUPPLIES,9.0,6994266,000,000,000,00003,,$0.000,1/1/1900,5.00,5,,0
16L-16-72,Y BOTTOM,"FUEL PUMP, WEBASTO DBW2020",0000205791,000-000-000,CRITICAL PART,1.0,6994271,000,000,000,00003,,$248.600,1/1/1900,1.00,1,,0
16L-16-73,Y BOTTOM,"LINE, FUEL, WEBASTO HEATER",0000205791,000-000-000,CRITICAL PART,1.0,16L-16-73,000,000,000,00003,,$11.360,1/1/1900,1.00,1,,0
16L-16-74,Y BOTTOM,"LINE, FUEL, WEBASTO, HEATER",0000205791,000-000-000,CRITICAL PART,1.0,16L-16-74,000,000,000,00003,,$11.540,1/1/1900,1.00,1,,0
16L-16-78,Y BOTTOM,"CLUTCH, HALF, WEBASTO",0000205791,000-000-000,CRITICAL PART,3.0,G5001590,000,000,000,00003,,$5.330,1/1/1900,2.00,1,,0
16L-16-82,Y BOTTOM,"KIT, MOUNTING/BEARING, WEBASTO",0000205791,000-000-000,CRITICAL PART,2.0,6994262,000,000,000,00003,,$43.960,1/1/1900,1.00,2,,0
16L-1-74,,"RETAINER, HVAC FILTER WIRE",0000205791,000-000-000,CRITICAL PART,0.0,16L-1-74,000,000,000,,,$24.410,1/1/1900,0.00,0,,0
16L-1-75,,"FRAME, HVAC FILTER",0000205791,000-000-000,Part,0.0,16L-1-75,000,000,000,,,$123.770,1/1/1900,0.00,0,,0
16L-1-76,,"FILTER, HVAC  ASSEMBLY",0000205791,000-000-000,Part,0.0,16L-1-76,000,000,000,,,$285.860,1/1/1900,0.00,0,,0
16L-2-112,Y 01,"SEAL, CRANKSHAFT,O5G, COMPRESSOR",0000205791,000-000-000,Part,5.0,16L-2-112,000,000,000,00003,,$81.970,7/7/2025,1.00,1,,0
16L-2-114CORE,/CORE,"CORE,COMPRESSOR,RETURN/CREDIT",0000205791,000-000-000,Core,0.0,16L-2-114RU,000,000,000,00002,,$420.000,1/1/1900,0.00,0,,0
16L-2-114RM,/DRHT,"COMPRESSOR,05G,HUB MOUNT CLUTCH",0000205791,096-003-000,Part,0.0,16L-2-114RM,003,096,000,00003,,"$2,788.680",1/1/1900,1.00,1,,0
16L-2-35,,CAP,0000205791,000-000-000,CRITICAL PART,0.0,16L-2-35,000,000,000,00003,,$11.810,1/1/1900,0.00,0,,0
16L-2-40,,"COMPRESSOR, A/C",0000205791,000-000-000,CRITICAL PART,0.0,16L-2-40,000,000,000,,,$0.000,1/1/1900,0.00,0,,0
16L-2-45,,"VALVE, ASMY, SUCTION",0000205791,000-000-000,CRITICAL PART,0.0,16L-2-45,000,000,000,00003,,$142.530,1/1/1900,1.00,1,,0
16L-2-46,SP/ORDER,"VALVE, DISCHARGE",0000205791,000-000-000,Part,0.0,16L-2-46,000,000,000,00003,,$188.520,1/1/1900,1.00,1,,0
16L-2-55,Y 01,"SWITCH, LOW PRESSURE",0000205791,000-000-000,Part,2.0,16L-2-55,000,000,000,00003,,$58.300,1/1/1900,0.00,0,,0
16L-2-57,Y 01,SWITCH ASM-PRESSURE R-134A,0000205791,000-000-000,Part,1.0,16L-2-57,000,000,000,00003,,$49.550,1/1/1900,1.00,2,,0
16L-2-58,Y 01,SWITCH ASM-PRESSURE R-134A,0000205791,000-000-000,Part,0.0,16L-2-58,000,000,000,,,$75.400,1/1/1900,1.00,1,,0
16L-2-60,Y 01,"ELBOW 1/8"" NPT X M13",0000205791,000-000-000,Part,2.0,16L-2-60,000,000,000,00003,,$27.980,1/1/1900,1.00,1,,0
16L-2-61,Y 01,COUPLING SERVICE PORT M13 R134A,0000205791,000-000-000,Part,4.0,16L-2-61,000,000,000,00003,,$18.700,1/1/1900,1.00,1,,0
16L-2-62,Y 01,"ELBOW 1/8"" NPT X M15",0000205791,000-000-000,Part,2.0,16L-2-62,000,000,000,00003,,$27.760,1/1/1900,1.00,1,,0
16L-2-63,Y 01,"COUPLING, M15 BRASS",0000205791,000-000-000,Part,4.0,16L-2-63,000,000,000,00003,,$22.000,1/1/1900,1.00,1,,0
16L-4-64,BAY 5-5,"COIL,CONDENSOR",0000205791,000-000-000,CRITICAL PART,0.0,16L-4-64,000,000,000,00003,,"$5,677.050",3/19/2025,0.00,0,,0
16L-5-83,,"TANK, RECEIVER, A/C",0000205791,000-000-000,CRITICAL PART,0.0,16L-5-83,000,000,000,00003,,$187.500,1/1/1900,1.00,1,,0
16L-6-67,Y 01,"VALVE, EXPANSION, MAIN R134A",0000205791,000-000-000,Part,1.0,16L-6-67,000,000,000,00003,,$71.870,5/31/2017,1.00,1,,0
16L-7-102,,"VALVE, WATER, DRIVER'S HEATER",0000205791,000-000-000,CRITICAL PART,0.0,16L-7-102,000,000,000,,,$636.850,1/1/1900,0.00,0,,0
16L-7-103,,"VALVE, WATER, WEBASTO, MAIN",0000205791,000-000-000,Part,0.0,16L-7-103,000,000,000,00003,,$426.920,1/1/1900,1.00,0,,0
16L-7-108,Y 01,"VALVE, DRIVER HEATER WATER",0000205791,000-000-000,Part,1.0,16L-7-108,000,000,000,00003,,"$1,277.200",7/10/2017,2.00,1,,0
16L-7-16,,"VALVE, AIR",0000205791,000-000-000,CRITICAL PART,0.0,16L-7-16,000,000,000,,,$36.900,1/1/1900,0.00,0,,15
16L-7-6,,"VALVE, AIR SOLENIOD",0000205791,000-000-000,CRITICAL PART,0.0,16L-7-6,000,000,000,,,$220.890,1/1/1900,1.00,1,,0
16L-7-73,,"KIT, STEM SEAL,NOT AVALABLE USE 16L-7-94",0000205791,000-000-000,CRITICAL PART,0.0,16L-7-73,000,000,000,,,$99.740,1/1/1900,4.00,2,,0
16L-7-76,Y 01,"KIT, SEALS",0000205791,000-000-000,Part,2.0,16L-7-76,000,000,000,00003,,$111.830,1/1/1900,4.00,2,,0
16L-7-81,Y 01,"CYLINDER, AIR",0000205791,000-000-000,Part,4.0,16L-7-81,000,000,000,00003,,$111.450,1/16/2013,1.00,1,,0
16L-7-82,Y 01,"SPRING, VALVE 9 COIL",0000205791,000-000-000,Part,2.0,16L-7-82,000,000,000,00003,,$11.000,1/1/1900,1.00,1,,0
16L-7-83,Y 01,"SEAL, CYLINDER PISTON",0000205791,000-000-000,SHOP SUPPLIES,4.0,16L-7-83,000,000,000,00003,,$0.000,1/1/1900,8.00,2,,0
16L-7-84,Y 01,"SEAL, PLAIN",0000205791,000-000-000,SHOP SUPPLIES,21.0,16L-7-84,000,000,000,00003,,$0.000,1/1/1900,8.00,2,,0
16L-7-85,Y 01,"SEAL, TEFLON, WHITE",0000205791,000-000-000,SHOP SUPPLIES,4.0,16L-7-85,000,000,000,00003,,$0.000,1/1/1900,2.00,3,,0
16L-7-86,GASKT SECT,"SEAL, O-RING",0000205791,000-000-000,CRITICAL PART,2.0,16L-7-86,000,000,000,00003,,$11.850,1/16/2013,1.00,2,,0
16L-7-87,,BRACKET,0000205791,000-000-000,CRITICAL PART,0.0,16L-7-87,000,000,000,,,$0.000,1/1/1900,5.00,4,,15
16L-7-94,Y 01,"VALVE, HEATER WATER",0000205791,000-000-000,Part,3.0,16L-7-94,000,000,000,00003,,"$1,061.850",4/28/2025,1.00,1,,0
16L-8-150,,"BOLT, CONDENSOR MOTOR, 7"" LONG",0000205791,000-000-000,CRITICAL PART,0.0,16L-8-150,000,000,000,,,$9.770,1/1/1900,0.00,0,,0
16L-8-208,,ARMATURE,0000205791,000-000-000,CRITICAL PART,0.0,16L-8-208,000,000,000,,,"$1,088.950",1/1/1900,0.00,0,,0
16L-8-76,/SPORDER,"HOUSING, BLOWER",0000205791,000-000-000,Part,0.0,16L-8-76,000,000,000,00003,,$23.110,1/1/1900,1.00,1,,0
16L-8-77,SP/ORDER,IMPELLER-BLOWER WHEEL,0000205791,000-000-000,CRITICAL PART,0.0,16L-8-77,000,000,000,00003,,$29.950,1/1/1900,1.00,1,,0
16L-8-78,X 02,MOTOR BLOWER,0000205791,000-000-000,Part,1.0,16L-8-78,000,000,000,00003,,$247.870,7/9/2019,1.00,1,,0
16L-9-7,SP/ORDER,FAN-CONDENSOR DUAL MOTOR,0000205791,000-000-000,CRITICAL PART,0.0,16L-9-7,000,000,000,00003,,$108.590,1/1/1900,1.00,1,,0
16L-9-8,,CONDENSOR FAN MOTOR,0000205791,000-000-000,CRITICAL PART,0.0,16L-9-8,000,000,000,00003,,"$1,259.960",1/1/1900,1.00,1,,0
16M-2-10,GASKT SECT,GASKET,0000205791,000-000-000,SHOP SUPPLIES,84.0,16M-2-10,000,000,000,,,$0.000,1/1/1900,1.00,1,,15
16R-10-4,Z 01,"VALVE, AIR SOLENOID",0000205791,000-000-000,Part,2.0,16R-10-4,000,000,000,00003,,$91.800,1/1/1900,1.00,1,,0
16R-11-68,,HOSE,0000205791,000-000-000,Part,0.0,16R-11-68,000,000,000,,,$7.200,1/1/1900,1.00,0,,0
16R-6-1,,"COIL, EVAPORATOR",0000205791,000-000-000,CRITICAL PART,0.0,16R-6-1,000,000,000,00003,,"$1,153.880",1/1/1900,1.00,1,,0
16R-6-1CORE,/CORE,"CORE, EVAPORATOR",0000205791,096-003-000,Core,0.0,ZZ16R-6-1CORE,003,096,000,,,$936.470,1/1/1900,0.00,0,,0
16R-8-2,SP/ORDER,BASE-MTG.SCROLLS & MOTOR,0000205791,000-000-000,CRITICAL PART,0.0,16R-8-2,000,000,000,00003,,$108.050,1/1/1900,1.00,1,,0
16R-8-3,SP/ORDER,SPLASH PANEL S/A,0000205791,000-000-000,CRITICAL PART,0.0,16R-8-3,000,000,000,00003,,$204.940,1/1/1900,1.00,1,,0
17-01-1011,Z 01,SPINDLE-TOILET PAPER,0000205791,000-000-000,Part,9.0,17-01-1011,000,000,000,00003,,$19.880,6/17/2025,1.00,2,,0
17-01-1026,,"DECAL-MEN SEATED, LAV",0000205791,000-000-000,CRITICAL PART,0.0,17-01-1026,000,000,000,00102,,$16.273,1/1/1900,1.00,1,,0
17-01-1074,EE 05,"DECAL, CO-ED BATHROOM",0000205791,000-000-000,SHOP SUPPLIES,1.0,17-01-1074,000,000,000,00003,,$0.000,10/15/2012,1.00,1,,0
17-01-1078,Z 01,MIRROR-UPPER LAV TOWEL DISPENSOR,0000999999,000-000-000,Part,2.0,17-01-1078,000,000,000,00003,,$62.520,1/1/1900,1.00,1,,0
17-01-1104,Z 02,LEVER-LAVATORY LOCK,0000999999,000-000-000,Part,6.0,17-01-1104,000,000,000,00003,,$20.280,1/1/1900,4.00,2,,0
17-01-1105,SP/ORDER,DECAL-FLUSH ( SPECIAL ORDER FROM MCI),0000205791,000-000-000,CRITICAL PART,0.0,17-01-1105,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
17-01-1106,SP/ORDER,DECAL-FLUSH-LAVATORY(SPECIAL ORDER MCI),0000205791,000-000-000,CRITICAL PART,0.0,17-01-1106,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
17-01-1111,/SPORDER,"SEAT, TOILET, W/LID",0000205791,000-000-000,Part,0.0,17-01-1111,000,000,000,00003,,$38.160,1/1/1900,1.00,1,,0
17-02-1004,SP/ORDER,"PUMP-FLUSH,RECIRCULATING ( SEE NOTES )",0000205791,000-000-000,CRITICAL PART,0.0,17-02-1004,000,000,000,00003,,"$1,838.000",1/1/1900,1.00,1,,0
17-02-1006,Z 02,GASKET-UTILITY PANEL,0000205791,000-000-000,SHOP SUPPLIES,1.0,17-02-1006,000,000,000,00003,,$0.000,1/1/1900,1.00,1,,0
17-02-1024,GASKT SECT,SEAL SLIDE VALVE ADAPTER E3,0000999999,000-000-000,CRITICAL PART,4.0,17-02-1024,000,000,000,00102,,$7.490,1/1/1900,8.00,3,,0
17-02-1038,GASKT SECT,CABLE LAV HOLDING TANK DUMP VALVE,0000205791,000-000-000,Part,1.0,17-02-1038,000,000,000,00003,,$107.410,4/27/2017,2.00,1,,0
17-02-1044,SP/ORDER,"STRAP, LAV, ASSMBLY 1244",0000205791,000-000-000,Part,0.0,17-02-1044,000,000,000,00003,,$92.720,1/1/1900,1.00,1,,0
17-02-1059,BAY 2-2,TUBE-LAVATORY  E MODEL,0000205791,000-000-000,Part,1.0,17-02-1059,000,000,000,00003,,$56.920,1/1/1900,1.00,1,,0
